district_id,neighborhood_canon,n_venues,n_cuisine_types,area_eff_km2,venues_per_km2,V_score,C_score,VV_index,vibrancy_eligible,vibrancy_label
11005005,staaken,17,7,10.882774394803457,1.5621016648215669,2.6484851132513807,42.372881355932165,16.552023798189655,False,average
11005005,wilhelmstadt,43,6,10.416860111482526,4.127923341564414,10.724049747006237,33.89830508474573,18.83503911521506,True,average
11006006,dahlem,42,6,8.390951942263928,5.005391556165694,13.48575814837629,33.89830508474573,20.630149576105595,True,average
11006006,lankwitz,27,5,6.986413908481898,3.8646436288609363,9.895413697991193,25.4237288135593,15.33032398844003,True,average
11006006,lichterfelde,92,9,18.22235385325192,5.048744017424614,13.622203952892672,59.32203389830503,29.617144433786997,True,vibrant
11006006,nikolassee,16,8,19.613362721708892,0.8157703616162938,0.299511787529213,50.8474576271186,17.991292831385497,False,average
11006006,schlachtensee,16,5,,,,25.4237288135593,,False,average
11006006,steglitz,142,10,6.782406961899834,20.93652014656226,63.626755781432465,67.79661016949146,65.08620481725312,True,vibrant
11006006,wannsee,29,5,23.725337505993917,1.222321916081215,1.579075907200505,25.4237288135593,9.924704424426082,False,average
11006006,zehlendorf,61,11,18.793177567998782,3.245858758013942,7.947874917643065,76.2711864406779,31.861033950705256,True,vibrant
11007007,friedenau,88,12,1.6542817059696562,53.19529296760182,100.0,84.74576271186433,94.66101694915251,True,vibrant
11007007,lichtenrade,38,7,10.046521739583023,3.7824036004701043,9.636574718348978,42.372881355932165,21.094282041503092,True,average
11007007,mariendorf,49,10,9.372702666666918,5.227947769458602,14.186222682362192,67.79661016949146,32.949858302857436,True,vibrant
11007007,marienfelde,20,6,9.138266896025717,2.188598804079372,4.620297179069381,33.89830508474573,14.867599946056103,True,average
11007007,schoeneberg,438,26,10.637419808311437,41.175398535815354,100.0,100.0,100.0,True,vibrant
11007007,tempelhof,70,10,12.24665269109772,5.715847567954962,15.721819015212182,67.79661016949146,33.94799591920993,True,vibrant
11008008,britz,45,6,12.386424227892693,3.6330097510034878,9.166378485232494,33.89830508474573,17.822552795062126,True,average
11008008,buckow,32,8,6.345583079714336,5.042877793578675,13.603740834331724,50.8474576271186,26.63904171180713,True,vibrant
11008008,gropiusstadt,12,3,2.6678356578367026,4.498028191785461,11.88890296588633,8.474576271186432,10.693888622741367,True,average
11008008,neukoelln,521,28,11.696334730246743,44.54386882864193,100.0,100.0,100.0,True,vibrant
11008008,rudow,33,7,11.81173251569159,2.7938323151290745,6.525184951005569,42.372881355932165,19.071878692729875,True,average
11009009,adlershof,47,6,6.124648871094604,7.673909311245153,21.88454431609731,33.89830508474573,26.089360585124254,True,vibrant
11009009,altglienicke,15,6,7.872517373067322,1.905362578343303,3.728850798253088,33.89830508474573,14.288159798525513,False,average
11009009,alttreptow,31,8,2.3127112716935683,13.40418078963186,39.919771827082144,50.8474576271186,43.744461857094905,True,vibrant
11009009,baumschulenweg,15,5,4.821521366713839,3.111051234482741,7.523587104011913,25.4237288135593,13.788636702353497,True,average
11009009,bohnsdorf,7,3,6.520682644538246,1.0735072356056512,1.1107025274270683,8.474576271186432,3.6880583377428455,False,sparse
11009009,friedrichshagen,41,9,14.02539388721012,2.923269059658158,6.932568989382837,59.32203389830503,25.268881707505606,True,average
11009009,gruenau,12,2,9.136677953262085,1.3133876515496115,1.8656925646874003,0.0,1.2127001670468103,False,sparse
11009009,johannisthal,15,5,6.518400250140289,2.3011781149335175,4.97462480419894,25.4237288135593,12.131811207475065,True,average
11009009,koepenick,70,9,34.84951924044306,2.0086360307307944,4.053889536239312,59.32203389830503,23.397740062962313,True,average
11009009,mueggelheim,7,2,22.192649868441674,0.3154197466952389,0.0,0.0,0.0,False,sparse
11009009,niederschoeneweide,25,4,3.4987482479354286,7.145412652868698,20.2211750484168,16.949152542372865,19.07596717130142,True,average
11009009,oberschoeneweide,38,6,8.191946560737186,4.638702134866028,12.33165451402758,33.89830508474573,19.87998221377893,True,average
11009009,plaenterwald,9,2,3.0136269986316435,2.9864346198406464,7.131373749863523,0.0,4.63539293741129,False,sparse
11009009,rahnsdorf,11,2,21.42969023505735,0.51330653310167,0.0,0.0,0.0,False,sparse
11009009,schmoeckwitz,11,4,17.118946323284188,0.6425629120081091,0.0,16.949152542372865,5.932203389830502,False,sparse
11010010,biesdorf,20,5,12.43518950475301,1.6083389796637637,2.794010590677946,25.4237288135593,10.71441196868642,False,average
11010010,hellersdorf,32,5,8.142247621380568,3.9301187446046018,10.101487461372038,25.4237288135593,15.46427193463758,True,average
11010010,kaulsdorf,13,3,8.683232887183278,1.497138239743449,2.444021824627831,8.474576271186432,4.554715880923341,False,sparse
11010010,mahlsdorf,18,5,12.981431999082199,1.386595870260894,2.096105187389814,25.4237288135593,10.260773456549133,False,average
11010010,marzahn,57,8,19.54037458455859,2.917037222256894,6.9129551533251234,50.8474576271186,22.29003101915284,True,average
11011011,althohenschoenhausen,32,5,9.347575274171213,3.4233476662574645,8.506496416279193,25.4237288135593,14.42752775532723,True,average
11011011,falkenberg,1,0,3.0513182051659045,0.3277272092785972,0.0,0.0,0.0,False,sparse
11011011,fennpfuhl,23,5,2.121429815263738,10.841744485023476,31.854862178328382,25.4237288135593,29.603965500659204,True,vibrant
11011011,friedrichsfelde,30,2,5.83402786404105,5.142244894802393,13.91648487873455,0.0,9.045715171177457,True,sparse
11011011,karlshorst,24,6,6.545313484946774,3.666745688376325,9.272557626676374,33.89830508474573,17.89156923700065,True,average
11011011,lichtenberg,50,5,7.198748795543168,6.945651448617793,19.592454615166456,25.4237288135593,21.63340058460395,True,average
11011011,malchow,2,0,1.51710288846972,1.3183021502367394,1.8811602615075418,0.0,1.2227541699799023,False,sparse
11011011,neuhohenschoenhausen,11,4,5.15081925154831,2.1355826059502,4.453436115220404,16.949152542372865,8.826936864723764,True,sparse
11011011,rummelsburg,43,6,4.405210367525913,9.761168346688963,28.453900012519945,33.89830508474573,30.35944178779897,True,vibrant
11011011,wartenberg,2,2,6.919598086684389,0.2890341281307459,0.0,0.0,0.0,False,sparse
11012012,borsigwalde,6,4,2.042648003892431,2.937363651772853,6.976929745486949,16.949152542372865,10.467207724397019,False,average
11012012,frohnau,14,2,7.836173064159477,1.786586371354174,3.355019309811311,0.0,2.1807625513773523,False,sparse
11012012,heiligensee,17,2,10.684524455710527,1.5910862547480116,2.73971005357187,0.0,1.7808115348217157,False,sparse
11012012,hermsdorf,22,6,6.056405875233487,3.6325174456957696,9.164829023175932,33.89830508474573,17.82154564472536,True,average
11012012,konradshoehe,5,2,2.187478568582009,2.2857366795786045,4.926025047490653,0.0,3.2019162808689248,False,sparse
11012012,luebars,4,1,5.008438663878612,0.7986520886935129,0.24563441925408808,0.0,0.15966237251515725,False,sparse
11012012,maerkischesviertel,15,2,3.2444413329620625,4.623292105055732,12.283153601875686,0.0,7.984049841219196,True,sparse
11012012,reinickendorf,87,7,10.47576025437641,8.304886508227831,23.87045673660796,42.372881355932165,30.34630535337143,True,vibrant
11012012,tegel,64,11,33.620147705009,1.9036204290817187,3.7233676272708274,76.2711864406779,29.1151042119633,False,vibrant
11012012,waidmannslust,14,5,2.231458590816612,6.273923279426233,17.478284212838872,25.4237288135593,20.25918982309102,True,average
11012012,wittenau,24,5,5.893308360115625,4.072415447056147,10.549346417523811,25.4237288135593,15.755380256136231,True,average
