district_id,district,neighborhood_id,neighborhood,area_km2,ubahn_stations,bus_tram_stops,total_stops,connectivity_density,mobility_score,mobility_label,green_area_km2,green_share,green_share_label,n_playgrounds,playgrounds_per_km2,playgrounds_density_label,n_venues,n_cuisine_types_x,venues_per_km2,n_cuisine_types_y,V_score,C_score,VV_index,vibrancy_label
11003003,Pankow,303,Blankenburg,6.0584268389591225,0,26,26,1.2874629350711266,43.508757113575776,moderate,0.1883345,0.031086370275019627,average,1.0,0.16505935065014446,below average,3,1,0.49517805195043335,1,0.0,0.0,0.0,sparse
11003003,Pankow,304,Heinersdorf,3.8516538821359707,0,9,9,0.7009975669212233,14.340717646706072,remote,0.10033600000000001,0.02605010810170662,average,3.0,0.778886185468026,below average,7,3,1.817401099425394,3,3.4520043538096186,8.474576271186432,5.2099045248915035,sparse
11003003,Pankow,305,Karow,6.605062258850976,0,19,19,0.8629744545347523,22.396689076931285,remote,0.29862299999999997,0.04521123167307567,average,10.0,1.5139902711136004,average,7,4,1.0597931897795203,4,1.0675394875077142,16.949152542372865,6.626104056710517,sparse
11003003,Pankow,306,Stadtrandsiedlung Malchow,5.7043201865882365,0,4,4,0.2103668729573404,0.0,remote,0.9637787999999999,0.168955943648815,above average,1.0,0.17530572746445036,below average,1,0,0.17530572746445036,0,0.0,0.0,0.0,sparse
11003003,Pankow,307,Pankow,5.652475712639588,1,34,35,1.9283585731516442,75.38390316806365,well-connected,0.179158,0.03169549222465159,average,26.0,4.5997543946736466,above average,65,8,11.499385986684118,8,33.92469676607022,50.8474576271186,39.84766306743715,vibrant
11003003,Pankow,308,Blankenfelde,13.26406875302312,0,10,10,0.22617494344005462,0.0,remote,0.7250175,0.054660264018516605,average,,,,4,0,0.3015665912534062,0,0.0,0.0,0.0,sparse
11003003,Pankow,309,Buch,18.233197926592528,0,26,26,0.42779111110421025,0.7527086718311214,remote,0.6761604000000001,0.03708402676931632,average,8.0,0.43876011395303616,below average,9,5,0.4936051281971657,5,0.0,25.4237288135593,8.898305084745754,sparse
11003003,Pankow,310,Französisch Buchholz,12.025817142830762,0,18,18,0.44903393556247695,1.8092272249064196,remote,0.4496068,0.037386798307342865,average,16.0,1.330470920185117,below average,6,3,0.4989265950694189,3,0.0,8.474576271186432,2.966101694915251,sparse
11003003,Pankow,311,Niederschönhausen,6.482204022086769,0,35,35,1.6198194262666559,60.03861169449222,well-connected,0.7764627,0.11978374906966271,above average,18.0,2.77683330217141,above average,24,6,3.7024444028952135,6,9.384914334491397,33.89830508474573,17.96460109708041,average
11003003,Pankow,312,Rosenthal,4.918179229905089,0,14,14,0.8539745714149283,21.949077060446207,remote,0.001264,0.0002570056805401117,below average,3.0,0.6099818367249487,below average,8,3,1.6266182312665298,3,2.8515419768661685,8.474576271186432,4.819603979878261,sparse
11003003,Pankow,313,Wilhelmsruh,1.35968104941859,0,11,11,2.4270397836397772,100.0,well-connected,0.015884000000000002,0.011682151491919463,below average,4.0,2.941866404411851,above average,7,2,5.14826620772074,2,13.93543611844576,0.0,9.058033476989744,average
11004004,Charlottenburg-Wilmersdorf,401,Charlottenburg,10.591549804220852,18,68,86,3.1156913397932686,100.0,well-connected,0.8279207000000001,0.07816804106138124,average,45.0,4.248670008809003,above average,782,27,73.83244326419201,27,100.0,100.0,100.0,vibrant
11004004,Charlottenburg-Wilmersdorf,402,Wilmersdorf,7.157516942666392,16,40,56,3.2413475491344483,100.0,well-connected,0.2828855,0.03952285440132211,average,41.0,5.728243513556568,above average,261,21,36.46515992776254,21,100.0,100.0,100.0,vibrant
11004004,Charlottenburg-Wilmersdorf,403,Schmargendorf,3.586365622933888,0,17,17,1.422052444231232,50.20260866595788,moderate,0.08971599999999999,0.02501585433071553,average,11.0,3.0671719385379514,above average,33,5,9.201515815613854,5,26.69247199587041,25.4237288135593,26.24841188206152,vibrant
11004004,Charlottenburg-Wilmersdorf,404,Grunewald,22.34392373002069,0,22,22,0.2953823186897303,0.0,remote,0.115074,0.005150124991045762,below average,5.0,0.22377448385585633,below average,18,2,0.8055881418810827,2,0.26746467594226375,0.0,0.17385203936247146,sparse
11004004,Charlottenburg-Wilmersdorf,405,Westend,13.520978820991873,3,43,46,1.1093871382086544,34.65210137043355,moderate,0.6531127,0.04830365527871516,average,16.0,1.183346280755898,below average,73,10,5.3990174059487845,10,14.7246404215494,67.79661016949146,33.29982983332912,vibrant
11004004,Charlottenburg-Wilmersdorf,406,Charlottenburg-Nord,6.1964797223828,3,25,28,1.5492667498488009,56.52965215142287,well-connected,1.3305689,0.2147298078284265,above average,5.0,0.8069097655462504,below average,9,4,1.4524375779832508,4,2.303332747718036,16.949152542372865,7.429369675847226,sparse
11004004,Charlottenburg-Wilmersdorf,407,Halensee,1.2662548439060846,0,6,6,1.4215147990648098,50.17586871457278,moderate,0.013593,0.010734805924271089,below average,3.0,2.369191331774683,above average,44,9,34.748139532695355,9,100.0,59.32203389830503,85.76271186440675,vibrant
11005005,Spandau,501,Spandau,8.228773921936753,2,41,43,1.6648895850058205,62.28019020922903,well-connected,0.44579,0.054174534897791594,average,34.0,4.1318427657078765,above average,67,10,8.14216074418905,10,23.358300168213663,67.79661016949146,38.91170866866089,vibrant
11005005,Spandau,502,Haselhorst,4.520337340801544,2,16,18,1.371579050978664,47.692298583945615,moderate,0.333841,0.07385311644480133,average,9.0,1.991001848194835,average,11,2,2.433446703349243,2,5.390921674885078,0.0,3.504099088675301,sparse
11005005,Spandau,503,Siemensstadt,5.661235124078463,1,16,17,0.971519443982693,27.79520825315523,remote,0.200891,0.03548536593111403,average,4.0,0.7065595956237767,below average,20,4,3.5327979781188836,4,8.85097595499115,16.949152542372865,11.68533776057475,average
11005005,Spandau,504,Staaken,10.882774394803457,0,44,44,1.2129259985673342,39.80163914249982,moderate,1.1659979999999999,0.10714161276344807,above average,12.0,1.1026599986975767,below average,17,7,1.5621016648215669,7,2.6484851132513807,42.372881355932165,16.552023798189655,average
11005005,Spandau,505,Gatow,10.108140904927145,0,14,14,0.41550667323530666,0.14173829225211387,remote,0.75558,0.07474965051503167,average,5.0,0.49465080147060314,below average,12,2,1.1871619235294475,2,1.4684147513813761,0.0,0.9544695883978945,sparse
11009009,Treptow-Köpenick,903,Baumschulenweg,4.821521366713839,0,20,20,1.2444204937930965,41.36802776427325,moderate,0.16557619999999998,0.03434106942739741,average,8.0,1.6592273250574618,average,15,5,3.111051234482741,5,7.523587104011913,25.4237288135593,13.788636702353497,average
11009009,Treptow-Köpenick,904,Johannisthal,6.518400250140289,0,28,28,1.28865974436277,43.568280799966836,moderate,0.7217528999999999,0.11072546519131997,above average,17.0,2.60800186359132,above average,15,5,2.3011781149335175,5,4.97462480419894,25.4237288135593,12.131811207475065,average
11009009,Treptow-Köpenick,905,Niederschöneweide,3.4987482479354286,0,16,16,1.37191922935079,47.709217462233774,moderate,0.0599627,0.017138329411206795,below average,9.0,2.572348555032731,above average,25,4,7.145412652868698,4,20.2211750484168,16.949152542372865,19.07596717130142,average
11009009,Treptow-Köpenick,906,Altglienicke,7.872517373067322,0,35,35,1.3337538048403121,45.81104807517644,moderate,0.7417368999999999,0.09421851548242458,above average,23.0,2.9215559534597313,above average,15,6,1.905362578343303,6,3.728850798253088,33.89830508474573,14.288159798525513,average
11009009,Treptow-Köpenick,907,Adlershof,6.124648871094604,0,23,23,1.1265951967572672,35.50794957248091,moderate,0.062275300000000006,0.010167978819799688,below average,10.0,1.6327466619670539,average,47,6,7.673909311245153,6,21.88454431609731,33.89830508474573,26.089360585124254,vibrant
11005005,Spandau,506,Kladow,14.772671677993586,0,31,31,0.629540830712019,10.786794405681855,remote,0.851028,0.05760826603002024,average,12.0,0.8123107493058311,below average,19,4,1.2861586864008994,4,1.779993207650313,16.949152542372865,7.089198974803206,sparse
11005005,Spandau,507,Hakenfelde,20.37203721797131,0,28,28,0.4123298966187776,0.0,remote,0.436193,0.021411358880456484,below average,16.0,0.7853902792738621,below average,22,3,1.0799116340015604,3,1.1308594750650411,8.474576271186432,3.701160353707528,sparse
11005005,Spandau,508,Falkenhagener Feld,6.873154807626353,0,32,32,1.396738509272042,48.943612152181295,moderate,0.834337,0.12139068933442787,above average,15.0,2.1824039207375656,above average,11,2,1.6004295418742147,2,2.7691167421828906,0.0,1.7999258824188789,sparse
11005005,Spandau,509,Wilhelmstadt,10.416860111482526,0,31,31,0.8927834203848615,23.879247365284154,remote,0.86647,0.08317957529686784,average,15.0,1.4399732586852605,below average,43,6,4.127923341564414,6,10.724049747006237,33.89830508474573,18.83503911521506,average
11006006,Steglitz-Zehlendorf,601,Steglitz,6.782406961899834,2,38,40,1.8872356188450488,73.33864010676307,well-connected,0.4142899,0.061083019984980724,average,33.0,4.865529329834891,above average,142,10,20.93652014656226,10,63.626755781432465,67.79661016949146,65.08620481725312,vibrant
11006006,Steglitz-Zehlendorf,602,Lichterfelde,18.22235385325192,0,84,84,1.3829168395554376,48.25618706335849,moderate,0.9131369,0.050110809358311505,average,32.0,1.7560848756259528,average,92,9,5.048744017424614,9,13.622203952892672,59.32203389830503,29.617144433786997,vibrant
11006006,Steglitz-Zehlendorf,603,Lankwitz,6.986413908481898,0,33,33,1.41703599724901,49.953114098149904,moderate,0.282011,0.04036563016365561,average,19.0,2.7195640351243626,above average,27,5,3.8646436288609363,5,9.895413697991193,25.4237288135593,15.33032398844003,average
11006006,Steglitz-Zehlendorf,604,Zehlendorf,18.793177567998782,2,63,65,1.0801792260275904,33.199436675279074,moderate,1.3732449,0.07307145877972097,average,27.0,1.436691581416007,below average,61,11,3.245858758013942,11,7.947874917643065,76.2711864406779,31.861033950705256,vibrant
11006006,Steglitz-Zehlendorf,605,Dahlem,8.390951942263928,3,33,36,1.4301118731901983,50.603446899078364,moderate,0.3528674,0.042053321533479585,average,12.0,1.4301118731901983,below average,42,6,5.005391556165694,6,13.48575814837629,33.89830508474573,20.630149576105595,average
11006006,Steglitz-Zehlendorf,606,Nikolassee,19.613362721708892,0,27,27,0.41298374556824874,0.016259691534478374,remote,0.3161197,0.016117567623939646,below average,4.0,0.20394259040407345,below average,16,8,0.8157703616162938,8,0.299511787529213,50.8474576271186,17.991292831385497,average
11006006,Steglitz-Zehlendorf,607,Wannsee,23.725337505993917,0,36,36,0.45520954116128004,2.116372910944044,remote,1.610606,0.06788548317144488,average,4.0,0.16859612635602966,below average,29,5,1.222321916081215,5,1.579075907200505,25.4237288135593,9.924704424426082,average
11007007,Tempelhof-Schöneberg,701,Schöneberg,10.637419808311437,17,57,74,2.7262250172115188,100.0,well-connected,0.71366,0.06708957744079905,average,73.0,6.862566422635893,above average,438,26,41.175398535815354,26,100.0,100.0,100.0,vibrant
11009009,Treptow-Köpenick,912,Rahnsdorf,21.42969023505735,0,22,22,0.307983919861002,0.0,remote,0.10990899999999999,0.00512881888606104,below average,5.0,0.23332115140985,below average,11,2,0.51330653310167,2,0.0,0.0,0.0,sparse
11009009,Treptow-Köpenick,913,Grünau,9.136677953262085,0,9,9,0.29551222159866253,0.0,remote,0.0473894,0.005186721064528763,below average,6.0,0.6566938257748057,below average,12,2,1.3133876515496115,2,1.8656925646874003,0.0,1.2127001670468103,sparse
11009009,Treptow-Köpenick,914,Müggelheim,22.192649868441674,0,10,10,0.13517989144081669,0.0,remote,0.042197,0.0019013952930427137,below average,3.0,0.13517989144081669,below average,7,2,0.3154197466952389,2,0.0,0.0,0.0,sparse
11009009,Treptow-Köpenick,915,Schmöckwitz,17.118946323284188,0,13,13,0.22781775971196594,0.0,remote,0.012389,0.0007237010833516785,below average,2.0,0.11682962036511074,below average,11,4,0.6425629120081091,4,0.0,16.949152542372865,5.932203389830502,sparse
11010010,Marzahn-Hellersdorf,1001,Marzahn,19.54037458455859,0,65,65,0.997933786561569,29.108933885859834,moderate,3.785997,0.19375252933952514,above average,86.0,4.401143879194612,above average,57,8,2.917037222256894,8,6.9129551533251234,50.8474576271186,22.29003101915284,average
11010010,Marzahn-Hellersdorf,1002,Biesdorf,12.43518950475301,2,34,36,0.9328366082049829,25.87130525405045,remote,1.0966665,0.08819057398207154,above average,15.0,1.206254234747823,below average,20,5,1.6083389796637637,5,2.794010590677946,25.4237288135593,10.71441196868642,average
11010010,Marzahn-Hellersdorf,1003,Kaulsdorf,8.683232887183278,0,35,35,1.2092270397927858,39.61767026491254,moderate,0.4766475,0.05489286147139351,average,7.0,0.8061513598618572,below average,13,3,1.497138239743449,3,2.444021824627831,8.474576271186432,4.554715880923341,sparse
11010010,Marzahn-Hellersdorf,1004,Mahlsdorf,12.981431999082199,0,49,49,1.13238662737973,35.795988195287464,moderate,0.1557907,0.012001041180280772,below average,12.0,0.9243972468405961,below average,18,5,1.386595870260894,5,2.096105187389814,25.4237288135593,10.260773456549133,average
11010010,Marzahn-Hellersdorf,1005,Hellersdorf,8.142247621380568,5,31,36,1.5720474978418406,57.66265981501597,well-connected,1.443061,0.17723128392837065,above average,33.0,4.0529349553734955,above average,32,5,3.9301187446046018,5,10.101487461372038,25.4237288135593,15.46427193463758,average
11007007,Tempelhof-Schöneberg,702,Friedenau,1.6542817059696562,1,10,11,2.2366202725014404,90.71539570124412,well-connected,0.021463,0.012974211056404976,below average,13.0,7.858395552032087,above average,88,12,53.19529296760182,12,100.0,84.74576271186433,94.66101694915251,vibrant
11007007,Tempelhof-Schöneberg,703,Tempelhof,12.24665269109772,5,48,53,1.4616238780913402,52.17070637006176,well-connected,2.9800572,0.24333646712838108,above average,23.0,1.8780642008994877,average,70,10,5.715847567954962,10,15.721819015212182,67.79661016949146,33.94799591920993,vibrant
11007007,Tempelhof-Schöneberg,704,Mariendorf,9.372702666666918,1,40,41,1.3549987075943721,46.86766999294642,moderate,0.463675,0.04947078942864729,average,17.0,1.81377779756727,average,49,10,5.227947769458602,10,14.186222682362192,67.79661016949146,32.949858302857436,vibrant
11007007,Tempelhof-Schöneberg,705,Marienfelde,9.138266896025717,0,35,35,1.1490143721416703,36.622974308706766,moderate,0.7650020000000001,0.08371412311591639,average,13.0,1.4225892226515917,below average,20,6,2.188598804079372,6,4.620297179069381,33.89830508474573,14.867599946056103,average
11007007,Tempelhof-Schöneberg,706,Lichtenrade,10.046521739583023,0,51,51,1.5229151338734892,55.219046246067485,well-connected,0.12653899999999998,0.01259530445262859,below average,20.0,1.9907387370895286,average,38,7,3.7824036004701043,7,9.636574718348978,42.372881355932165,21.094282041503092,average
11008008,Neukölln,801,Neukölln,11.696334730246743,10,71,81,2.41956139702604,99.81403004529822,well-connected,0.772591,0.06605411163568005,average,57.0,4.873321541713225,above average,521,28,44.54386882864193,28,100.0,100.0,100.0,vibrant
11008008,Neukölln,802,Britz,12.386424227892693,3,38,41,1.0899029253010464,33.683047915729404,moderate,1.455354,0.117495894959154,above average,38.0,3.06787490084739,above average,45,6,3.6330097510034878,6,9.166378485232494,33.89830508474573,17.822552795062126,average
11008008,Neukölln,803,Buckow,6.345583079714336,0,36,36,1.7019712553328024,64.12445874124299,well-connected,0.19478900000000002,0.03069678507916864,average,12.0,1.8910791725920029,average,32,8,5.042877793578675,8,13.603740834331724,50.8474576271186,26.63904171180713,vibrant
11008008,Neukölln,804,Rudow,11.81173251569159,1,63,64,1.659367072016056,62.00552628943117,well-connected,0.9646779999999999,0.08167116879072985,average,20.0,1.693231706138833,average,33,7,2.7938323151290745,7,6.525184951005569,42.372881355932165,19.071878692729875,average
11008008,Neukölln,805,Gropiusstadt,2.6678356578367026,3,15,18,2.4739155054820037,100.0,well-connected,0.292003,0.10945314384049418,above average,8.0,2.9986854611903073,above average,12,3,4.498028191785461,3,11.88890296588633,8.474576271186432,10.693888622741367,average
11011011,Lichtenberg,1101,Friedrichsfelde,5.83402786404105,1,26,27,1.4569693868606781,51.939213785354774,well-connected,1.964698,0.3367652753442824,above average,35.0,5.999285710602792,above average,30,2,5.142244894802393,2,13.91648487873455,0.0,9.045715171177457,sparse
11011011,Lichtenberg,1102,Karlshorst,6.545313484946774,0,22,22,1.0083550643034893,29.627239410754612,moderate,0.436835,0.06674011886591133,average,14.0,2.1389349848861894,above average,24,6,3.666745688376325,6,9.272557626676374,33.89830508474573,17.89156923700065,average
11011011,Lichtenberg,1103,Lichtenberg,7.198748795543168,0,32,32,1.3335650781346162,45.801661693133866,moderate,0.779413,0.1082706206504308,above average,18.0,2.5004345215024055,above average,50,5,6.945651448617793,5,19.592454615166456,25.4237288135593,21.63340058460395,average
11009009,Treptow-Köpenick,901,Alt-Treptow,2.3127112716935683,0,11,11,1.4268966647027463,50.44353749410861,moderate,0.8385293,0.3625741398259178,above average,13.0,5.621108073071426,above average,31,8,13.40418078963186,8,39.919771827082144,50.8474576271186,43.744461857094905,vibrant
11009009,Treptow-Köpenick,902,Plänterwald,3.0136269986316435,0,12,12,1.1945738479362584,38.88888916103403,moderate,0.078041,0.025896038240775986,average,5.0,1.6591303443559147,average,9,2,2.9864346198406464,2,7.131373749863523,0.0,4.63539293741129,sparse
11009009,Treptow-Köpenick,908,Bohnsdorf,6.520682644538246,0,18,18,0.8281341531815024,20.663895735501658,remote,0.14574030000000002,0.022350466652762618,below average,6.0,0.9201490590905582,below average,7,3,1.0735072356056512,3,1.1107025274270683,8.474576271186432,3.6880583377428455,sparse
11009009,Treptow-Köpenick,909,Oberschöneweide,8.191946560737186,0,16,16,0.5859413222988666,8.61835914727476,remote,0.9583651999999999,0.11698870261108704,above average,14.0,1.7089955233716945,average,38,6,4.638702134866028,6,12.33165451402758,33.89830508474573,19.87998221377893,average
11009009,Treptow-Köpenick,910,Köpenick,34.84951924044306,0,64,64,0.5509401684290179,6.877565755360823,remote,0.4659165,0.013369380988742633,below average,32.0,0.9182336140483632,below average,70,9,2.0086360307307944,9,4.053889536239312,59.32203389830503,23.397740062962313,average
11009009,Treptow-Köpenick,911,Friedrichshagen,14.02539388721012,0,19,19,0.4064056985378415,0.0,remote,0.28002,0.01996521468501164,below average,10.0,0.7129924535751604,below average,41,9,2.923269059658158,9,6.932568989382837,59.32203389830503,25.268881707505606,average
11011011,Lichtenberg,1104,Falkenberg,3.0513182051659045,0,5,5,0.49159081391789583,3.9258069495941843,remote,0.610613,0.20011449443923207,above average,2.0,0.6554544185571944,below average,1,0,0.3277272092785972,0,0.0,0.0,0.0,sparse
11011011,Lichtenberg,1106,Malchow,1.51710288846972,0,3,3,0.5932359676065326,8.981160625053466,remote,0.45050500000000004,0.29695085509620117,above average,4.0,2.6366043004734787,above average,2,0,1.3183021502367394,0,1.8811602615075418,0.0,1.2227541699799023,sparse
11011011,Lichtenberg,1107,Wartenberg,6.919598086684389,0,8,8,0.3468409537568951,0.0,remote,1.067652,0.15429393248352358,above average,5.0,0.7225853203268647,below average,2,2,0.2890341281307459,2,0.0,0.0,0.0,sparse
11011011,Lichtenberg,1109,Neu-Hohenschönhausen,5.15081925154831,0,23,23,1.33959272555058,46.101448632430625,moderate,0.9103289999999999,0.17673479800836722,above average,30.0,5.8243161980460005,above average,11,4,2.1355826059502,4,4.453436115220404,16.949152542372865,8.826936864723764,sparse
11011011,Lichtenberg,1110,Alt-Hohenschönhausen,9.347575274171213,0,38,38,1.2195676061042218,40.13196158143688,moderate,0.243478,0.026047182596407342,average,16.0,1.7116738331287322,average,32,5,3.4233476662574645,5,8.506496416279193,25.4237288135593,14.42752775532723,average
11011011,Lichtenberg,1111,Fennpfuhl,2.121429815263738,0,9,9,1.2727265265027556,42.77583720037078,moderate,0.19216899999999998,0.09058466069315113,above average,22.0,10.370364290022454,above average,23,5,10.841744485023476,5,31.854862178328382,25.4237288135593,29.603965500659204,vibrant
11011011,Lichtenberg,1112,Rummelsburg,4.405210367525913,1,21,22,1.5890274052749476,58.507160849604034,well-connected,0.097745,0.02218849767551425,below average,15.0,3.4050587255891736,above average,43,6,9.761168346688963,6,28.453900012519945,33.89830508474573,30.35944178779897,vibrant
11012012,Reinickendorf,1201,Reinickendorf,10.47576025437641,7,72,79,2.5296493387130745,100.0,well-connected,0.4281194,0.0408676210226505,average,37.0,3.531963227637123,above average,87,7,8.304886508227831,7,23.87045673660796,42.372881355932165,30.34630535337143,vibrant
11012012,Reinickendorf,1202,Tegel,33.620147705009,3,49,52,0.49970036263395107,4.329137904590901,remote,0.9152096999999999,0.027222060653339857,average,14.0,0.416416968861626,below average,64,11,1.9036204290817187,11,3.7233676272708274,76.2711864406779,29.1151042119633,vibrant
11012012,Reinickendorf,1203,Konradshöhe,2.187478568582009,0,7,7,0.9600094054230139,27.222752866687983,remote,,,,,,,5,2,2.2857366795786045,2,4.926025047490653,0.0,3.2019162808689248,sparse
11012012,Reinickendorf,1204,Heiligensee,10.684524455710527,0,23,23,0.645793832809487,11.595142574866307,remote,0.47867529999999997,0.04480080531278711,average,5.0,0.4679665455141211,below average,17,2,1.5910862547480116,2,2.73971005357187,0.0,1.7808115348217157,sparse
11012012,Reinickendorf,1205,Frohnau,7.836173064159477,0,20,20,0.7656798734375032,17.557712497104088,remote,0.2695093,0.03439297445237168,average,2.0,0.2552266244791677,below average,14,2,1.786586371354174,2,3.355019309811311,0.0,2.1807625513773523,sparse
11012012,Reinickendorf,1206,Hermsdorf,6.056405875233487,0,22,22,1.0897552337087308,33.67570242795205,moderate,0.7876924999999999,0.1300593976406234,above average,3.0,0.4953432880494231,below average,22,6,3.6325174456957696,6,9.164829023175932,33.89830508474573,17.82154564472536,average
11012012,Reinickendorf,1207,Waidmannslust,2.231458590816612,0,9,9,1.209970918175059,39.654667290126746,moderate,0.3686243,0.16519432693801428,above average,7.0,3.1369616397131166,above average,14,5,6.273923279426233,5,17.478284212838872,25.4237288135593,20.25918982309102,average
11012012,Reinickendorf,1208,Lübars,5.008438663878612,0,7,7,0.41929234656409425,0.33001994545713076,remote,0.7184918,0.14345624419479044,above average,1.0,0.19966302217337822,below average,4,1,0.7986520886935129,1,0.24563441925408808,0.0,0.15966237251515725,sparse
11012012,Reinickendorf,1209,Wittenau,5.893308360115625,1,31,32,1.6968397696067277,63.869242685341874,well-connected,0.3188681,0.0541068073338935,average,7.0,1.1877878387247096,below average,24,5,4.072415447056147,5,10.549346417523811,25.4237288135593,15.755380256136231,average
11012012,Reinickendorf,1210,Märkisches Viertel,3.2444413329620625,0,28,28,2.5890435788312103,100.0,well-connected,0.0853936,0.026319970446819146,average,8.0,2.4657557893630573,above average,15,2,4.623292105055732,2,12.283153601875686,0.0,7.984049841219196,sparse
11012012,Reinickendorf,1211,Borsigwalde,2.042648003892431,0,8,8,1.1749454607091412,37.91266515122137,moderate,0.0214699,0.010510817311199662,below average,4.0,1.9582424345152354,average,6,4,2.937363651772853,4,6.976929745486949,16.949152542372865,10.467207724397019,average
